Type,Immediate_vs_Future,Segment,Package_Type,Mega_Flavor,Seasonality,q2_2018,q3_2018,q4_2018,q1_2019,sales
LOLLIPOP,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ASSORTED,SEASONAL,49367,44998,38830,38466,157263
FRUITY CHEWY,IMMEDIATE,MAINLINE,CHANGEMAKER,FRUIT,EVERYDAY,11108,16203,15964,37108,79601
FRUITY CHEWY,FUTURE,MAINLINE,PEG BAG,SOUR,EVERYDAY,43223,49978,37891,49978,163145
LOLLIPOP,FUTURE,NOT APPLICABLE,TUB,ASSORTED,SEASONAL,45633,43794,39970,45483,148075
FRUITY CHEWY,FUTURE,LICORICE,STANDUP BAG,FRUIT,EVERYDAY,38793,38789,39249,41988,163740
LICORICE,FUTURE,LICORICE,STANDUP BAG,FRUIT,EVERYDAY,30824,41260,43578,46017,192933
NUT,IMMEDIATE,NUT,SHARE SIZE,NUT,EVERYDAY,1128,179,9430,391,25166
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,SOUR,EVERYDAY,35655,37401,38798,37663,154176
NOVELTY,IMMEDIATE,KIDS NOVELTY,SHARE SIZE,FRUIT,EVERYDAY,60794,51368,40822,29404,177464
AO CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,ALL OTHER,EVERYDAY,59680,48042,57611,34094,177977
ASSORTMENT MIXES,IMMEDIATE,ETHNIC,SINGLE SIZE,ALL OTHER,EVERYDAY,94492,96090,94695,105396,367601
LICORICE,FUTURE,LICORICE,PEG BAG,ALL OTHER,EVERYDAY,39014,38098,34815,35889,151741
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,TUB,FRUIT,EVERYDAY,9663,9959,10315,9377,81778
GUMMY,FUTURE,GUMMY,TUB,ASSORTED,EVERYDAY,16529,22778,28482,22550,82410
JELLY BEANS,IMMEDIATE,CLASSIC FAVORITES,CHANGEMAKER,ASSORTED,EVERYDAY,142014,157200,153399,145800,293301
FRUITY CHEWY,IMMEDIATE,MAINLINE,CHANGEMAKER,FRUIT,EVERYDAY,560,13595,13580,35753,376720
GUMMY,FUTURE,NOT APPLICABLE,LAYDOWN BAG,SOUR,SEASONAL,78866,49113,63232,70015,266856
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,23576,28765,34914,34620,191247
FRUITY CHEWY,IMMEDIATE,CLASSIC FAVORITES,CHANGEMAKER,FRUIT,EVERYDAY,1030,31051,57160,53680,209822
JELLY BEANS,FUTURE,NOT APPLICABLE,LAYDOWN BAG,FRUIT,SEASONAL,28845,43771,67017,32435,156314
GUMMY,FUTURE,GUMMY,PEG BAG,ALL OTHER,EVERYDAY,10603,12361,9957,7944,44087
NUT,FUTURE,NUT,TUB,NUT,EVERYDAY,119642,125078,103197,105974,353856
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,38840,37243,31102,38274,157321
HARD CANDY,IMMEDIATE,CLASSIC FAVORITES,SHARE SIZE,ALL OTHER,EVERYDAY,23618,28203,38365,42000,146015
JELLY BEANS,FUTURE,NOT APPLICABLE,LAYDOWN BAG,SOUR,SEASONAL,41900,41385,45407,45355,215005
AO CHEWY,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ALL OTHER,SEASONAL,7939,14339,30108,6940,55420
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,ASSORTED,EVERYDAY,25851,26280,24379,28661,117156
FRUITY CHEWY,IMMEDIATE,CLASSIC FAVORITES,SINGLE SIZE,SOUR,EVERYDAY,37027,34790,31161,28341,129643
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,31338,35120,70028,90208,375299
NUT,FUTURE,NUT,LAYDOWN BAG,ALL OTHER,EVERYDAY,156168,181274,156954,119140,336369
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,ASSORTED,EVERYDAY,63802,55335,49570,53973,193467
ASSORTMENT MIXES,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ASSORTED,SEASONAL,4948,61888,78197,43017,83939
JELLY BEANS,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ASSORTED,SEASONAL,5433,2469,1060,727,84472
LOLLIPOP,FUTURE,NOT APPLICABLE,LAYDOWN BAG,CARAMEL,SEASONAL,38098,38088,30715,38326,151433
AO CHEWY,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ALL OTHER,SEASONAL,89760,78168,85669,78521,310393
JELLY BEANS,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,FRUIT,EVERYDAY,19854,26349,25378,37200,102998
FRUITY CHEWY,IMMEDIATE,MAINLINE,CHANGEMAKER,FRUIT,EVERYDAY,28985,29744,31680,39291,153943
ASSORTMENT MIXES,FUTURE,NOT APPLICABLE,LAYDOWN BAG,SOUR,SEASONAL,6322,6996,44356,11756,78564
GUMMY,FUTURE,GUMMY,PEG BAG,FRUIT,EVERYDAY,8311,9233,8680,10845,121503
HARD CANDY,IMMEDIATE,MAINLINE,CHANGEMAKER,ASSORTED,EVERYDAY,38520,39306,37831,46238,181578
GUMMY,FUTURE,GUMMY,TUB,FRUIT,EVERYDAY,50939,44835,97131,31303,278400
JELLY BEANS,IMMEDIATE,NOT APPLICABLE,CHANGEMAKER,ASSORTED,SEASONAL,32079,75082,27850,16019,251965
LOLLIPOP,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ASSORTED,SEASONAL,14859,24158,33863,23309,121386
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,TUB,FRUIT,EVERYDAY,33376,30837,29227,41207,195247
LICORICE,IMMEDIATE,LICORICE,THEATER BOX,FRUIT,EVERYDAY,67027,66296,64244,57244,293362
NOVELTY,IMMEDIATE,NOT APPLICABLE,CHANGEMAKER,ASSORTED,SEASONAL,26889,28234,26546,27736,100084
AO CHEWY,FUTURE,ETHNIC,PEG BAG,ALL OTHER,EVERYDAY,38604,38803,39416,28891,122806
GUMMY,FUTURE,GUMMY,PEG BAG,SOUR,EVERYDAY,44617,42376,39716,39596,167461
JELLY BEANS,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ASSORTED,SEASONAL,32442,38370,30552,38420,186002
NUT,FUTURE,NUT,LAYDOWN BAG,NUT,EVERYDAY,79556,90565,79345,78312,254933
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,SOUR,EVERYDAY,35375,46366,31230,22655,122474
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ASSORTED,EVERYDAY,28999,37553,18386,32199,125954
FRUITY CHEWY,IMMEDIATE,MAINLINE,CHANGEMAKER,FRUIT,EVERYDAY,3911,3584,2734,5411,91330
NOVELTY,FUTURE,ETHNIC,LAYDOWN BAG,SOUR,EVERYDAY,79622,78353,65963,55443,255489
GUMMY,FUTURE,GUMMY,PEG BAG,FRUIT,EVERYDAY,6326,1408,3593,6773,65414
FRUITY CHEWY,IMMEDIATE,NOT APPLICABLE,SINGLE SIZE,FRUIT,SEASONAL,51673,53449,43337,54310,239040
GUMMY,IMMEDIATE,GUMMY,CHANGEMAKER,SOUR,EVERYDAY,36441,26707,36907,51343,152927
AO CHEWY,IMMEDIATE,ETHNIC,THEATER BOX,ALL OTHER,EVERYDAY,92939,100401,82258,65761,193951
FRUITY CHEWY,FUTURE,NOT APPLICABLE,LAYDOWN BAG,FRUIT,SEASONAL,667,242,32020,909,36872
GUMMY,FUTURE,GUMMY,PEG BAG,FRUIT,EVERYDAY,41060,37992,48997,42816,167095
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,ASSORTED,EVERYDAY,2732,1752,1321,3140,90816
FRUITY CHEWY,FUTURE,LICORICE,LAYDOWN BAG,ASSORTED,EVERYDAY,6857,4870,4076,6312,101363
FRUITY CHEWY,FUTURE,MAINLINE,STANDUP BAG,FRUIT,EVERYDAY,41345,34808,39724,39544,160762
NUT,IMMEDIATE,NUT,SINGLE SIZE,NUT,EVERYDAY,27976,26688,27557,47349,497564
NOVELTY,FUTURE,KIDS NOVELTY,PEG BAG,ASSORTED,EVERYDAY,62304,67762,32833,29749,159818
LICORICE,FUTURE,LICORICE,LAYDOWN BAG,ASSORTED,EVERYDAY,1405,1608,1118,890,83722
LOLLIPOP,FUTURE,KIDS NOVELTY,PEG BAG,CARAMEL,EVERYDAY,11137,9523,14218,8915,66626
FRUITY CHEWY,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ASSORTED,SEASONAL,37954,25329,19379,18737,68105
FRUITY CHEWY,IMMEDIATE,NOT APPLICABLE,SINGLE SIZE,FRUIT,SEASONAL,40162,46082,46401,51869,267774
ASSORTMENT MIXES,IMMEDIATE,NOT APPLICABLE,SHARE SIZE,ASSORTED,SEASONAL,12996,10900,46396,19671,84820
LICORICE,FUTURE,LICORICE,PEG BAG,ALL OTHER,EVERYDAY,28762,20724,23572,25127,97286
FRUITY CHEWY,IMMEDIATE,MAINLINE,THEATER BOX,SOUR,EVERYDAY,48439,36938,30348,29524,192682
AO CHEWY,IMMEDIATE,CLASSIC FAVORITES,CHANGEMAKER,CARAMEL,EVERYDAY,34985,29575,34923,38230,189681
AO CHEWY,IMMEDIATE,CLASSIC FAVORITES,CHANGEMAKER,CARAMEL,EVERYDAY,7069,24442,25701,31494,145562
JELLY BEANS,FUTURE,NOT APPLICABLE,LAYDOWN BAG,FRUIT,SEASONAL,24236,26288,27880,32551,136132
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,FRUIT,EVERYDAY,14594,16355,22512,17943,101116
LICORICE,FUTURE,LICORICE,PEG BAG,ALL OTHER,EVERYDAY,34453,38735,35029,32988,186518
CANDY CORN,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ALL OTHER,SEASONAL,71483,49156,79243,28819,233878
FRUITY CHEWY,IMMEDIATE,MAINLINE,CHANGEMAKER,FRUIT,EVERYDAY,10344,9255,9582,11445,55316
GUMMY,FUTURE,ETHNIC,PEG BAG,FRUIT,EVERYDAY,51004,49266,51030,48454,204242
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,FRUIT,EVERYDAY,49706,42997,20813,16897,214777
NOVELTY,FUTURE,KIDS NOVELTY,TUB,SOUR,EVERYDAY,32589,37813,32521,41089,176286
HARD CANDY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ALL OTHER,EVERYDAY,31956,35367,33302,39498,162216
AO CHEWY,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ALL OTHER,SEASONAL,82885,83572,90977,87126,289760
AO CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,CARAMEL,EVERYDAY,31981,33483,39580,36626,165627
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,48241,33772,37289,39215,140984
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,FRUIT,EVERYDAY,856,13704,49296,2191,75355
ASSORTMENT MIXES,IMMEDIATE,ETHNIC,SHARE SIZE,ALL OTHER,EVERYDAY,71857,32074,20447,25907,182746
GUMMY,IMMEDIATE,ETHNIC,SINGLE SIZE,FRUIT,EVERYDAY,28142,34008,27344,31282,127523
GUMMY,FUTURE,GUMMY,STANDUP BAG,SOUR,EVERYDAY,25446,22472,25503,23474,116660
GUMMY,FUTURE,GUMMY,BOX,FRUIT,EVERYDAY,43253,52935,43319,43514,225173
ASSORTMENT MIXES,IMMEDIATE,ETHNIC,SINGLE SIZE,ALL OTHER,EVERYDAY,44972,57416,31131,27127,142096
GUMMY,FUTURE,GUMMY,PEG BAG,SOUR,EVERYDAY,37240,38668,36125,44433,202808
GUMMY,IMMEDIATE,NOT APPLICABLE,THEATER BOX,ASSORTED,SEASONAL,22229,19624,13123,42327,186906
NOVELTY,IMMEDIATE,KIDS NOVELTY,SINGLE SIZE,SOUR,EVERYDAY,12201,8253,29286,19920,99576
AO CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,CARAMEL,EVERYDAY,65879,59038,51521,52756,209248
JELLY BEANS,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,104816,100710,82191,66970,219792
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,SOUR,EVERYDAY,90190,93116,70936,66510,275264
LICORICE,IMMEDIATE,LICORICE,SHARE SIZE,FRUIT,EVERYDAY,8680,15567,29829,34212,124385
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,SHARE SIZE,ASSORTED,EVERYDAY,28099,29388,24099,28563,126906
GUMMY,FUTURE,GUMMY,PEG BAG,SOUR,EVERYDAY,534,40407,52025,2237,84822
LOLLIPOP,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ASSORTED,SEASONAL,55568,93693,74054,67918,281801
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,ASSORTED,EVERYDAY,66,6,301097,43525,52200
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,FRUIT,EVERYDAY,46562,47384,35775,37936,152722
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,ASSORTED,EVERYDAY,27793,22354,25908,26673,116916
NUT,IMMEDIATE,ETHNIC,THEATER BOX,NUT,EVERYDAY,45623,45810,41640,43531,199949
NUT,IMMEDIATE,NUT,SINGLE SIZE,NUT,EVERYDAY,19598,32273,40836,39347,170816
FRUITY CHEWY,IMMEDIATE,LICORICE,THEATER BOX,FRUIT,EVERYDAY,34178,29037,37997,33739,138575
HARD CANDY,FUTURE,SUGAR FREE CANDY,PEG BAG,FRUIT,EVERYDAY,91129,79438,62338,68666,241646
AO CHEWY,FUTURE,ETHNIC,TUB,ALL OTHER,EVERYDAY,18368,20224,21159,22714,116339
LOLLIPOP,IMMEDIATE,ETHNIC,CHANGEMAKER,FRUIT,EVERYDAY,65072,71172,50745,61932,205761
LOLLIPOP,IMMEDIATE,NOT APPLICABLE,SINGLE SIZE,FRUIT,SEASONAL,34956,42377,36530,36595,160031
GUMMY,FUTURE,NOT APPLICABLE,BOX,SOUR,SEASONAL,31734,33750,15273,16284,145452
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,ASSORTED,EVERYDAY,27751,37076,34567,39817,171278
LOLLIPOP,FUTURE,ASSORTMENT MIXES,LAYDOWN BAG,FRUIT,EVERYDAY,43501,54558,58640,40545,170862
ASSORTMENT MIXES,FUTURE,ETHNIC,PEG BAG,ALL OTHER,EVERYDAY,7857,8729,10197,9477,74056
FRUITY CHEWY,FUTURE,MAINLINE,PEG BAG,ASSORTED,EVERYDAY,28695,32539,30448,29012,134510
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,39624,13242,35697,38994,119668
NUT,IMMEDIATE,NUT,CHANGEMAKER,ALL OTHER,EVERYDAY,140247,150990,141222,135202,556125
ASSORTMENT MIXES,FUTURE,ASSORTMENT MIXES,LAYDOWN BAG,ASSORTED,EVERYDAY,28200,30382,34735,33435,159889
HARD CANDY,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ASSORTED,SEASONAL,69643,60323,56753,63707,274466
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,23199,29063,31130,32451,131502
AO CHEWY,FUTURE,ETHNIC,PEG BAG,FRUIT,EVERYDAY,37733,27896,28336,24956,118314
GUMMY,FUTURE,GUMMY,STANDUP BAG,ASSORTED,EVERYDAY,42713,41883,41382,45500,197553
LICORICE,FUTURE,SUGAR FREE CANDY,PEG BAG,FRUIT,EVERYDAY,27062,28779,28309,33886,140090
NOVELTY,FUTURE,KIDS NOVELTY,BOX,FRUIT,EVERYDAY,59694,63595,55478,54134,179705
JELLY BEANS,FUTURE,CLASSIC FAVORITES,PEG BAG,ASSORTED,EVERYDAY,28156,34128,28147,34462,209423
JELLY BEANS,FUTURE,CLASSIC FAVORITES,PEG BAG,ASSORTED,EVERYDAY,30784,33005,32904,34024,201512
GUMMY,FUTURE,GUMMY,STANDUP BAG,SOUR,EVERYDAY,88172,89911,88040,93971,449978
LICORICE,FUTURE,LICORICE,PEG BAG,SOUR,EVERYDAY,11799,20531,24832,24804,130635
NUT,IMMEDIATE,NUT,CHANGEMAKER,NUT,EVERYDAY,55442,67564,66146,73383,192237
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,44690,39079,31660,40374,178592
HARD CANDY,FUTURE,MAINLINE,PEG BAG,ALL OTHER,EVERYDAY,47365,37909,43794,53944,295295
HARD CANDY,FUTURE,MAINLINE,PEG BAG,FRUIT,EVERYDAY,21262,23220,31038,30527,148351
JELLY BEANS,FUTURE,SUGAR FREE CANDY,LAYDOWN BAG,ASSORTED,EVERYDAY,16827,14809,14706,16421,89145
HARD CANDY,IMMEDIATE,ETHNIC,SINGLE SIZE,ALL OTHER,EVERYDAY,24988,28009,30999,29224,146610
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,ASSORTED,EVERYDAY,66939,61547,69411,65879,259547
GUMMY,FUTURE,GUMMY,PEG BAG,FRUIT,EVERYDAY,28858,32567,26144,30509,124785
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,37510,36458,25809,38762,134787
HARD CANDY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ALL OTHER,EVERYDAY,46437,33416,57081,27663,165759
GUMMY,FUTURE,NOT APPLICABLE,LAYDOWN BAG,SOUR,SEASONAL,6362,24704,25988,27533,118870
GUMMY,FUTURE,GUMMY,TUB,SOUR,EVERYDAY,31861,37077,33450,41207,162141
GUMMY,FUTURE,ETHNIC,PEG BAG,SOUR,EVERYDAY,9438,10203,8200,7487,60054
NOVELTY,FUTURE,KIDS NOVELTY,PEG BAG,ASSORTED,EVERYDAY,47885,62211,54236,49787,204224
FRUITY CHEWY,IMMEDIATE,MAINLINE,SINGLE SIZE,FRUIT,EVERYDAY,59517,40761,53213,27607,165897
AO CHEWY,FUTURE,ETHNIC,PEG BAG,ASSORTED,EVERYDAY,35235,36984,31882,33715,146329
HARD CANDY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ALL OTHER,EVERYDAY,62736,58433,47897,59608,201543
AO CHEWY,IMMEDIATE,CLASSIC FAVORITES,SHARE SIZE,ALL OTHER,EVERYDAY,59521,71386,66783,53845,222332
NUT,IMMEDIATE,NUT,CHANGEMAKER,NUT,EVERYDAY,40268,48546,43460,43120,184283
ASSORTMENT MIXES,FUTURE,NOT APPLICABLE,BOX,ASSORTED,SEASONAL,22993,22369,30999,26506,104421
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,SOUR,EVERYDAY,106227,51465,16084,29028,113487
ALL OTHER,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ASSORTED,SEASONAL,98556,68553,48121,9824,55950
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,3826,23586,35483,26683,113210
NOVELTY,FUTURE,KIDS NOVELTY,PEG BAG,ASSORTED,EVERYDAY,40820,9772,98681,31767,150612
GUMMY,FUTURE,GUMMY,PEG BAG,ALL OTHER,EVERYDAY,19231,23440,31679,21606,88973
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,ASSORTED,EVERYDAY,37954,40969,42834,36457,154313
LOLLIPOP,FUTURE,ASSORTMENT MIXES,LAYDOWN BAG,FRUIT,EVERYDAY,42549,37479,33997,31171,127998
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,ASSORTED,EVERYDAY,34221,34683,26572,27999,114339
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,ASSORTED,EVERYDAY,115700,231272,226782,241124,628594
FRUITY CHEWY,IMMEDIATE,NOT APPLICABLE,SINGLE SIZE,FRUIT,SEASONAL,32253,25945,23832,34247,142560
NOVELTY,IMMEDIATE,NOT APPLICABLE,SINGLE SIZE,FRUIT,SEASONAL,13095,55667,41942,52161,200336
GUMMY,IMMEDIATE,GUMMY,THEATER BOX,SOUR,EVERYDAY,6816,2613,30593,40015,97994
HARD CANDY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ASSORTED,EVERYDAY,18831,15942,13312,20913,363038
CANDY CORN,FUTURE,MAINLINE,PEG BAG,ASSORTED,EVERYDAY,6863,32414,41840,28872,148047
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,21242,21201,31871,34739,106593
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,ASSORTED,EVERYDAY,37125,36699,33382,34617,131984
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,FRUIT,EVERYDAY,29342,27422,27275,29528,95009
HARD CANDY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,46193,51230,52165,46066,163830
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,507,5696,22426,478,30758
FRUITY CHEWY,IMMEDIATE,CLASSIC FAVORITES,SINGLE SIZE,FRUIT,EVERYDAY,53916,51992,44899,48749,223068
AO CHEWY,FUTURE,NOT APPLICABLE,BOX,ALL OTHER,SEASONAL,14673,13988,16682,20849,84482
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,13900,13219,14233,13175,87963
CANDY CANE,FUTURE,NOT APPLICABLE,BOX,ALL OTHER,SEASONAL,56690,53101,43763,46638,185558
HARD CANDY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ASSORTED,EVERYDAY,15455,13221,13674,16136,84183
GUMMY,FUTURE,NOT APPLICABLE,LAYDOWN BAG,SOUR,SEASONAL,469,1050,2739,4529,82085
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,FRUIT,EVERYDAY,2433,3244,6842,8385,150004
FRUITY CHEWY,FUTURE,NOT APPLICABLE,LAYDOWN BAG,SOUR,SEASONAL,45059,42985,25070,21337,88881
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,FRUIT,EVERYDAY,36276,32846,49382,36440,142357
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,24097,39636,27533,32994,153583
CANDY CANE,IMMEDIATE,NOT APPLICABLE,CHANGEMAKER,ALL OTHER,SEASONAL,21393,26815,24781,25961,92806
AO CHEWY,IMMEDIATE,CLASSIC FAVORITES,SINGLE SIZE,ALL OTHER,EVERYDAY,63963,60368,48424,44272,177232
ASSORTMENT MIXES,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ASSORTED,SEASONAL,14685,26398,35989,16438,97441
NOVELTY,FUTURE,KIDS NOVELTY,TUB,SOUR,EVERYDAY,70886,75188,74776,39905,153118
LICORICE,FUTURE,LICORICE,TUB,ASSORTED,EVERYDAY,56,909,1301,1313,84622
AO CHEWY,IMMEDIATE,ETHNIC,SINGLE SIZE,FRUIT,EVERYDAY,26007,26869,24933,27839,126344
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,39680,42527,32087,34385,148727
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,71728,62265,34780,30573,150777
NOVELTY,IMMEDIATE,KIDS NOVELTY,SINGLE SIZE,SOUR,EVERYDAY,4690,3529,6441,5245,46953
AO CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ASSORTED,EVERYDAY,27336,17444,37548,17019,285730
FRUITY CHEWY,FUTURE,NOT APPLICABLE,BOX,ASSORTED,SEASONAL,538,15659,23891,22469,223042
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,ASSORTED,EVERYDAY,27551,32625,29716,27923,108985
GUMMY,FUTURE,ETHNIC,PEG BAG,SOUR,EVERYDAY,10510,17747,47167,17961,102238
NOVELTY,IMMEDIATE,KIDS NOVELTY,SINGLE SIZE,FRUIT,EVERYDAY,22309,23757,24734,29563,130298
NOVELTY,IMMEDIATE,NOT APPLICABLE,CHANGEMAKER,FRUIT,SEASONAL,9306,17486,36706,30843,155628
FRUITY CHEWY,IMMEDIATE,ETHNIC,SINGLE SIZE,ALL OTHER,EVERYDAY,23186,25324,22936,31608,98398
AO CHEWY,FUTURE,ETHNIC,PEG BAG,ALL OTHER,EVERYDAY,17788,21433,41521,189532,319956
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,31726,21335,19042,12392,74267
NOVELTY,FUTURE,NOT APPLICABLE,TUB,ASSORTED,SEASONAL,31181,28527,33822,34678,123845
CANDY CORN,FUTURE,NOT APPLICABLE,TUB,ALL OTHER,SEASONAL,18996,18941,38438,27374,110229
GUMMY,FUTURE,GUMMY,STANDUP BAG,SOUR,EVERYDAY,31351,23571,20441,18847,88029
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,SINGLE SIZE,FRUIT,EVERYDAY,26021,65295,27721,29926,150959
JELLY BEANS,FUTURE,CLASSIC FAVORITES,PEG BAG,ASSORTED,EVERYDAY,18749,20971,32719,23860,87282
JELLY BEANS,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ASSORTED,EVERYDAY,3968,34726,29021,17558,14505
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,STANDUP BAG,FRUIT,EVERYDAY,40514,34422,44199,40286,146749
GUMMY,IMMEDIATE,NOT APPLICABLE,CHANGEMAKER,ALL OTHER,SEASONAL,15408,14821,13593,13316,89709
GUMMY,FUTURE,GUMMY,PEG BAG,FRUIT,EVERYDAY,73446,42564,54638,88663,431574
AO CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,NUT,EVERYDAY,114070,109401,95078,90880,315699
NUT,IMMEDIATE,NUT,SINGLE SIZE,NUT,EVERYDAY,10160,6195,8498,8965,50344
JELLY BEANS,IMMEDIATE,NOT APPLICABLE,CHANGEMAKER,ALL OTHER,SEASONAL,63044,69142,49209,72699,235330
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,65969,41889,49085,37777,168598
AO CHEWY,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ALL OTHER,SEASONAL,23,44095,68635,204,110122
ASSORTMENT MIXES,FUTURE,NOT APPLICABLE,STANDUP BAG,ASSORTED,SEASONAL,33734,33337,29714,33482,154842
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,FRUIT,EVERYDAY,38817,48878,42801,42166,154808
NUT,FUTURE,NUT,LAYDOWN BAG,NUT,EVERYDAY,54491,49691,41024,41102,152673
FRUITY CHEWY,FUTURE,MAINLINE,PEG BAG,ALL OTHER,EVERYDAY,14,36,428,1227,13985
LOLLIPOP,IMMEDIATE,MAINLINE,CHANGEMAKER,FRUIT,EVERYDAY,49893,49274,35199,39005,171642
GUMMY,FUTURE,GUMMY,PEG BAG,ALL OTHER,EVERYDAY,60933,61891,48585,38124,257851
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,6592,9814,77823,96447,251624
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,FRUIT,EVERYDAY,28674,27704,29652,28672,116141
HARD CANDY,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ALL OTHER,SEASONAL,53796,54103,41010,46278,172912
AO CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,NUT,EVERYDAY,12793,12216,47847,9600,44513
JELLY BEANS,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ASSORTED,SEASONAL,108396,97275,90122,96815,317485
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,5519,26069,29630,30202,123880
